Runtime (ms):,61905
15,27449,1298,353
15,27464,1313,354
15,27479,1308,350
14,27493,1300,348
14,27507,1251,342
15,27522,1223,337
15,27537,1214,338
14,27551,1237,343
15,27566,1303,353
16,27582,1297,353
15,27597,1275,351
15,27612,1250,347
15,27627,1254,351
14,27641,1205,341
15,27656,1193,338
15,27671,1186,338
15,27686,1241,348
15,27701,1222,346
15,27716,1243,350
15,27731,1280,357
15,27746,1255,350
15,27761,1311,360
15,27776,1300,356
16,27792,1278,352
15,27807,1288,352
15,27822,1257,346
15,27837,1333,357
15,27852,1329,356
15,27867,1306,351
15,27882,1273,344
14,27896,1343,358
16,27912,1350,355
15,27927,1313,353
15,27942,1290,349
15,27957,1247,340
15,27972,1277,345
15,27987,1366,358
15,28002,1462,370
15,28017,1390,358
15,28032,1313,347
14,28046,1274,345
14,28060,1258,343
15,28075,1309,348
15,28090,1252,338
15,28105,1296,344
15,28120,1355,354
15,28135,1322,347
15,28150,1319,346
14,28164,1305,347
14,28178,1279,343
15,28193,1230,337
15,28208,1259,341
14,28222,1285,344
15,28237,1292,345
14,28251,1333,350
14,28265,1405,358
14,28279,1373,353
14,28293,1348,352
15,28308,1357,349
14,28322,1369,352
14,28336,1332,350
15,28351,1316,346
15,28366,1283,347
15,28381,1321,353
14,28395,1352,352
15,28410,1336,352
14,28424,1288,345
14,28438,1262,342
15,28453,1246,337
15,28468,1270,343
14,28482,1307,346
15,28497,1353,355
15,28512,1300,342
15,28527,1287,344
15,28542,1256,336
14,28556,1273,338
14,28570,1321,344
15,28585,1320,343
15,28600,1313,342
14,28614,1271,334
15,28629,1220,330
15,28644,1268,340
15,28659,1333,348
15,28674,1310,341
15,28689,1263,333
15,28704,1299,341
14,28718,1233,333
14,28732,1304,349
15,28747,1328,353
14,28761,1241,340
15,28776,1226,333
15,28791,1214,332
15,28806,1262,338
15,28821,1241,334
14,28835,1239,331
14,28849,1263,336
14,28863,1260,333
14,28877,1246,330
14,28891,1274,335
14,28905,1290,338
15,28920,1289,340
14,28934,1266,332
15,28949,1257,328
15,28964,1324,337
14,28978,1298,336
15,28993,1291,334
15,29008,1339,340
14,29022,1269,330
14,29036,1268,331
15,29051,1297,341
15,29066,1332,345
15,29081,1286,338
15,29096,1304,341
14,29110,1263,338
14,29124,1279,342
14,29138,1215,332
15,29153,1200,330
14,29167,1210,334
15,29182,1269,339
15,29197,1241,337
14,29211,1179,325
14,29225,1209,330
14,29239,1230,336
15,29254,1297,344
14,29268,1345,351
15,29283,1253,336
15,29298,1283,339
15,29313,1290,342
15,29328,1246,339
14,29342,1206,336
14,29356,1237,339
15,29371,1255,342
15,29386,1237,339
14,29400,1274,343
14,29414,1289,345
14,29428,1257,339
15,29443,1223,335
15,29458,1194,330
14,29472,1222,337
15,29487,1259,338
15,29502,1239,335
15,29517,1235,334
15,29532,1220,334
14,29546,1243,337
15,29561,1304,350
15,29576,1311,353
15,29591,1326,357
14,29605,1242,339
15,29620,1189,333
15,29635,1218,338
15,29650,1231,339
14,29664,1222,334
14,29678,1255,340
15,29693,1291,347
15,29708,1338,352
15,29723,1350,356
15,29738,1308,349
14,29752,1277,344
14,29766,1296,348
15,29781,1308,351
15,29796,1307,353
15,29811,1301,350
14,29825,1310,353
16,29841,1388,366
15,29856,1378,363
14,29870,1278,347
15,29885,1270,342
14,29899,1337,353
15,29914,1335,352
14,29928,1327,347
14,29942,1390,353
14,29956,1380,351
14,29970,1393,354
15,29985,1381,351
15,30000,1424,359
15,30015,1431,356
15,30030,1390,352
15,30045,1348,349
15,30060,1335,349
15,30075,1298,345
15,30090,1282,344
15,30105,1265,346
15,30120,1308,355
15,30135,1292,352
14,30149,1329,359
15,30164,1351,363
15,30179,1376,364
14,30193,1286,350
15,30208,1280,350
15,30223,1290,351
14,30237,1234,339
15,30252,1286,346
14,30266,1314,354
15,30281,1340,356
15,30296,1326,351
15,30311,1312,352
15,30326,1302,349
14,30340,1267,346
14,30354,1297,350
15,30369,1341,355
14,30383,1290,346
15,30398,1274,348
14,30412,1265,347
15,30427,1254,341
14,30441,1250,345
15,30456,1244,345
14,30470,1234,342
15,30485,1210,339
15,30500,1253,348
15,30515,1251,348
15,30530,1257,349
14,30544,1253,344
14,30558,1244,345
15,30573,1229,343
15,30588,1258,350
15,30603,1345,361
14,30617,1359,359
15,30632,1284,348
14,30646,1259,346
15,30661,1297,352
14,30675,1302,352
15,30690,1280,347
14,30704,1264,345
14,30718,1281,347
15,30733,1322,354
15,30748,1351,358
15,30763,1352,357
15,30778,1335,354
15,30793,1406,368
15,30808,1378,364
15,30823,1357,361
14,30837,1320,357
15,30852,1297,354
14,30866,1285,353
14,30880,1284,351
15,30895,1248,344
14,30909,1192,337
14,30923,1219,341
14,30937,1257,345
15,30952,1222,339
15,30967,1235,342
14,30981,1332,358
15,30996,1375,364
15,31011,1338,354
14,31025,1351,357
15,31040,1322,353
15,31055,1336,359
15,31070,1369,361
15,31085,1312,351
15,31100,1277,344
15,31115,1332,351
15,31130,1320,352
15,31145,1336,349
14,31159,1320,347
14,31173,1347,355
14,31187,1295,351
14,31201,1295,346
15,31216,1281,346
14,31230,1346,352
14,31244,1271,342
14,31258,1262,342
14,31272,1285,347
15,31287,1294,348
15,31302,1302,348
14,31316,1290,344
15,31331,1268,341
15,31346,1319,350
14,31360,1382,357
15,31375,1400,362
15,31390,1305,348
14,31404,1285,350
15,31419,1278,348
15,31434,1229,338
15,31449,1261,347
14,31463,1264,345
15,31478,1322,351
15,31493,1424,365
15,31508,1415,366
15,31523,1354,357
15,31538,1328,350
15,31553,1288,346
15,31568,1263,341
15,31583,1324,350
15,31598,1326,352
14,31612,1260,340
15,31627,1220,338
15,31642,1198,333
15,31657,1260,343
14,31671,1238,337
15,31686,1288,346
15,31701,1272,345
15,31716,1293,350
15,31731,1253,344
15,31746,1261,347
15,31761,1263,345
15,31776,1231,341
15,31791,1222,339
15,31806,1202,337
15,31821,1249,345
15,31836,1224,339
15,31851,1210,342
15,31866,1217,341
15,31881,1276,347
15,31896,1249,344
15,31911,1283,346
14,31925,1283,343
15,31940,1262,344
15,31955,1322,350
15,31970,1270,342
15,31985,1252,341
15,32000,1228,340
14,32014,1213,338
15,32029,1230,342
14,32043,1258,347
15,32058,1251,349
15,32073,1267,351
14,32087,1186,335
15,32102,1210,341
15,32117,1219,344
14,32131,1199,339
14,32145,1183,333
15,32160,1225,342
15,32175,1245,345
14,32189,1229,339
14,32203,1172,330
15,32218,1148,327
14,32232,1170,329
15,32247,1185,334
15,32262,1170,334
15,32277,1156,330
15,32292,1186,335
14,32306,1164,330
15,32321,1147,328
15,32336,1200,335
14,32350,1193,332
14,32364,1167,330
15,32379,1187,332
15,32394,1213,338
14,32408,1177,330
15,32423,1136,324
14,32437,1140,326
15,32452,1208,335
14,32466,1195,331
14,32480,1199,331
15,32495,1137,322
15,32510,1138,325
14,32524,1160,328
14,32538,1236,339
15,32553,1332,351
14,32567,1257,338
15,32582,1236,337
15,32597,1290,347
14,32611,1300,348
14,32625,1320,352
14,32639,1362,356
15,32654,1319,350
15,32669,1257,344
14,32683,1255,343
15,32698,1263,343
14,32712,1232,337
14,32726,1229,339
15,32741,1257,343
15,32756,1309,347
15,32771,1310,348
15,32786,1275,345
15,32801,1274,343
15,32816,1274,343
15,32831,1269,342
15,32846,1229,337
14,32860,1240,342
14,32874,1296,349
15,32889,1340,353
14,32903,1315,349
15,32918,1307,351
15,32933,1330,354
15,32948,1315,353
15,32963,1326,354
14,32977,1337,352
15,32992,1380,355
15,33007,1402,357
14,33021,1351,354
14,33035,1385,362
15,33050,1409,362
15,33065,1358,353
14,33079,1341,347
14,33093,1345,345
14,33107,1337,345
15,33122,1388,351
14,33136,1377,350
15,33151,1343,345
15,33166,1309,342
15,33181,1301,342
15,33196,1295,342
15,33211,1357,356
14,33225,1321,348
14,33239,1311,347
15,33254,1351,353
15,33269,1343,354
15,33284,1369,355
15,33299,1362,348
15,33314,1313,343
15,33329,1290,340
15,33344,1328,343
14,33358,1305,341
14,33372,1365,349
14,33386,1354,347
15,33401,1338,345
16,33417,1377,351
15,33432,1375,349
15,33447,1394,353
15,33462,1391,352
15,33477,1406,353
15,33492,1492,360
15,33507,1420,349
15,33522,1402,352
14,33536,1348,347
14,33550,1347,346
15,33565,1363,354
15,33580,1376,352
15,33595,1343,350
15,33610,1325,347
15,33625,1281,338
14,33639,1232,332
14,33653,1245,338
15,33668,1372,354
14,33682,1377,354
15,33697,1336,351
15,33712,1346,350
15,33727,1359,351
15,33742,1439,368
15,33757,1458,367
15,33772,1458,363
15,33787,1387,357
15,33802,1395,353
15,33817,1358,348
15,33832,1297,339
14,33846,1284,337
14,33860,1283,338
15,33875,1335,343
14,33889,1353,348
15,33904,1338,346
14,33918,1326,344
15,33933,1382,354
15,33948,1416,355
14,33962,1385,353
14,33976,1358,350
15,33991,1275,340
14,34005,1304,343
15,34020,1326,347
15,34035,1349,351
15,34050,1402,359
15,34065,1337,349
14,34079,1322,348
14,34093,1312,345
15,34108,1326,348
14,34122,1403,353
14,34136,1363,347
14,34150,1316,341
15,34165,1376,352
15,34180,1393,353
14,34194,1409,350
15,34209,1476,361
14,34223,1457,363
15,34238,1469,361
14,34252,1484,365
15,34267,1461,361
15,34282,1445,362
14,34296,1393,357
15,34311,1370,351
14,34325,1325,345
14,34339,1338,347
14,34353,1348,346
15,34368,1362,351
15,34383,1390,353
15,34398,1473,360
15,34413,1496,362
15,34428,1422,355
14,34442,1411,356
14,34456,1353,346
15,34471,1295,337
15,34486,1379,353
15,34501,1373,352
15,34516,1361,350
14,34530,1350,351
14,34544,1389,357
14,34558,1346,350
14,34572,1300,346
15,34587,1249,339
15,34602,1302,345
15,34617,1261,335
14,34631,1301,339
14,34645,1301,336
15,34660,1364,342
14,34674,1420,349
15,34689,1328,340
14,34703,1296,336
14,34717,1341,342
14,34731,1398,355
14,34745,1441,360
15,34760,1467,363
15,34775,1389,354
14,34789,1328,350
15,34804,1333,352
15,34819,1318,349
15,34834,1312,345
14,34848,1374,357
14,34862,1394,357
14,34876,1369,352
15,34891,1321,345
15,34906,1279,337
14,34920,1319,347
15,34935,1371,355
14,34949,1254,336
15,34964,1333,351
14,34978,1346,355
14,34992,1331,348
15,35007,1328,352
14,35021,1322,345
15,35036,1312,346
15,35051,1315,347
14,35065,1319,345
14,35079,1257,337
15,35094,1272,338
15,35109,1358,353
15,35124,1323,347
15,35139,1311,346
15,35154,1248,339
15,35169,1278,340
15,35184,1317,345
14,35198,1266,335
14,35212,1238,334
14,35226,1256,338
15,35241,1238,335
15,35256,1258,335
14,35270,1227,328
14,35284,1280,339
15,35299,1273,333
14,35313,1260,333
15,35328,1265,338
15,35343,1258,338
14,35357,1202,328
15,35372,1239,335
15,35387,1269,334
14,35401,1231,331
15,35416,1182,323
15,35431,1204,325
15,35446,1244,334
14,35460,1239,332
14,35474,1246,334
14,35488,1253,332
15,35503,1258,333
14,35517,1287,339
15,35532,1263,336
14,35546,1245,333
14,35560,1223,331
14,35574,1277,340
14,35588,1200,325
14,35602,1214,331
15,35617,1233,335
14,35631,1282,345
15,35646,1246,341
15,35661,1198,331
16,35677,1193,330
14,35691,1150,329
14,35705,1158,329
14,35719,1188,334
15,35734,1199,333
15,35749,1232,338
15,35764,1251,341
15,35779,1294,344
14,35793,1245,338
14,35807,1233,338
14,35821,1213,335
14,35835,1180,329
14,35849,1130,325
14,35863,1200,334
15,35878,1185,334
15,35893,1252,339
14,35907,1209,333
15,35922,1215,333
15,35937,1228,338
14,35951,1235,339
14,35965,1274,344
15,35980,1244,339
15,35995,1217,335
15,36010,1209,336
14,36024,1176,333
15,36039,1210,337
14,36053,1240,343
14,36067,1284,347
15,36082,1273,345
15,36097,1250,342
15,36112,1277,348
15,36127,1307,350
15,36142,1314,349
14,36156,1294,346
14,36170,1310,346
15,36185,1337,351
15,36200,1351,354
15,36215,1372,357
16,36231,1380,361
15,36246,1375,361
15,36261,1349,357
15,36276,1372,359
15,36291,1360,353
15,36306,1292,337
14,36320,1324,344
14,36334,1338,346
14,36348,1293,336
15,36363,1290,336
14,36377,1350,346
14,36391,1329,345
14,36405,1332,341
14,36419,1336,340
14,36433,1360,347
14,36447,1291,338
15,36462,1282,340
15,36477,1292,340
14,36491,1323,348
15,36506,1275,345
15,36521,1264,342
15,36536,1239,339
14,36550,1272,344
14,36564,1356,356
15,36579,1384,361
15,36594,1377,356
15,36609,1347,351
15,36624,1331,351
15,36639,1325,350
14,36653,1345,351
15,36668,1408,361
15,36683,1377,355
15,36698,1418,366
15,36713,1341,354
15,36728,1264,345
15,36743,1232,343
15,36758,1315,356
14,36772,1312,356
15,36787,1270,348
15,36802,1343,361
15,36817,1353,361
15,36832,1321,354
14,36846,1273,350
14,36860,1299,356
15,36875,1289,352
14,36889,1257,344
15,36904,1266,347
14,36918,1256,348
14,36932,1256,347
15,36947,1255,347
15,36962,1215,339
15,36977,1240,344
15,36992,1255,348
15,37007,1305,352
14,37021,1354,359
15,37036,1275,346
14,37050,1255,348
15,37065,1281,352
15,37080,1261,347
15,37095,1241,341
15,37110,1257,347
15,37125,1256,341
15,37140,1251,338
14,37154,1270,343
14,37168,1294,348
15,37183,1288,348
14,37197,1310,351
15,37212,1348,356
15,37227,1284,347
14,37241,1275,346
14,37255,1263,340
15,37270,1224,334
14,37284,1321,353
14,37298,1323,352
15,37313,1370,356
15,37328,1342,350
14,37342,1372,356
15,37357,1377,358
15,37372,1336,351
15,37387,1421,362
15,37402,1427,365
15,37417,1416,363
15,37432,1310,350
15,37447,1294,346
15,37462,1326,352
16,37478,1348,354
15,37493,1366,353
15,37508,1396,358
15,37523,1409,357
14,37537,1348,348
14,37551,1329,348
15,37566,1299,348
15,37581,1245,343
15,37596,1251,345
15,37611,1306,353
15,37626,1299,348
15,37641,1337,352
15,37656,1300,345
14,37670,1270,344
15,37685,1286,351
15,37700,1288,349
15,37715,1275,344
15,37730,1242,341
14,37744,1245,342
15,37759,1282,348
15,37774,1309,351
15,37789,1270,343
15,37804,1282,346
15,37819,1283,342
15,37834,1276,341
15,37849,1279,342
15,37864,1284,344
15,37879,1368,359
14,37893,1344,352
14,37907,1328,354
14,37921,1287,344
15,37936,1283,343
15,37951,1297,343
15,37966,1297,342
14,37980,1294,342
15,37995,1261,336
15,38010,1293,338
15,38025,1291,339
14,38039,1278,337
15,38054,1275,342
15,38069,1293,342
15,38084,1272,340
15,38099,1306,347
14,38113,1319,350
14,38127,1268,341
15,38142,1242,336
15,38157,1295,344
14,38171,1293,344
14,38185,1238,336
15,38200,1254,341
15,38215,1261,339
15,38230,1220,331
14,38244,1263,340
14,38258,1247,334
14,38272,1205,333
15,38287,1263,345
15,38302,1292,349
16,38318,1254,342
15,38333,1269,344
14,38347,1287,343
14,38361,1263,337
14,38375,1290,344
14,38389,1313,347
15,38404,1282,341
15,38419,1250,337
14,38433,1188,326
14,38447,1236,337
15,38462,1262,340
15,38477,1271,342
15,38492,1304,343
14,38506,1238,338
15,38521,1236,335
15,38536,1227,336
15,38551,1232,335
15,38566,1235,337
15,38581,1178,328
14,38595,1199,331
14,38609,1223,334
15,38624,1243,338
14,38638,1218,332
15,38653,1205,333
15,38668,1227,335
14,38682,1195,332
15,38697,1170,324
15,38712,1237,334
15,38727,1273,338
15,38742,1296,339
14,38756,1253,332
14,38770,1246,334
15,38785,1214,328
15,38800,1227,330
14,38814,1187,327
14,38828,1233,337
15,38843,1214,334
15,38858,1258,339
14,38872,1244,335
14,38886,1209,332
15,38901,1215,331
15,38916,1221,332
15,38931,1229,331
15,38946,1258,337
15,38961,1281,336
15,38976,1272,332
15,38991,1263,331
15,39006,1302,340
14,39020,1308,343
14,39034,1285,336
15,39049,1326,345
15,39064,1343,345
14,39078,1294,346
15,39093,1282,344
15,39108,1229,333
14,39122,1224,336
14,39136,1222,337
15,39151,1244,338
15,39166,1230,337
15,39181,1244,341
15,39196,1239,339
15,39211,1209,332
14,39225,1196,331
15,39240,1244,342
15,39255,1316,351
15,39270,1263,344
15,39285,1289,345
15,39300,1321,351
15,39315,1283,346
15,39330,1283,344
15,39345,1223,335
14,39359,1217,334
15,39374,1240,339
15,39389,1238,340
15,39404,1263,346
15,39419,1215,338
15,39434,1232,342
15,39449,1300,349
15,39464,1253,342
15,39479,1252,341
14,39493,1246,344
14,39507,1243,341
15,39522,1249,340
15,39537,1286,349
15,39552,1250,345
15,39567,1217,339
14,39581,1228,339
14,39595,1205,338
15,39610,1229,339
14,39624,1276,342
14,39638,1341,348
15,39653,1307,343
15,39668,1403,358
15,39683,1434,360
15,39698,1298,341
15,39713,1302,347
15,39728,1341,351
14,39742,1298,343
14,39756,1288,340
14,39770,1335,345
14,39784,1398,350
15,39799,1389,345
15,39814,1330,340
15,39829,1355,345
15,39844,1355,349
15,39859,1402,355
15,39874,1407,357
14,39888,1369,351
15,39903,1374,349
15,39918,1348,345
15,39933,1412,357
15,39948,1414,355
14,39962,1455,361
15,39977,1465,364
15,39992,1372,351
14,40006,1389,352
15,40021,1376,352
14,40035,1332,350
15,40050,1347,352
15,40065,1293,339
15,40080,1297,340
14,40094,1278,340
14,40108,1278,338
14,40122,1281,339
14,40136,1292,340
15,40151,1304,342
15,40166,1336,349
15,40181,1325,347
15,40196,1386,352
15,40211,1393,354
14,40225,1336,344
15,40240,1306,341
15,40255,1313,343
15,40270,1349,345
15,40285,1393,351
15,40300,1399,351
14,40314,1383,350
15,40329,1432,354
15,40344,1382,354
15,40359,1353,347
15,40374,1461,361
15,40389,1484,364
14,40403,1471,359
15,40418,1442,355
14,40432,1406,354
15,40447,1322,344
14,40461,1352,351
15,40476,1277,341
15,40491,1266,340
14,40505,1279,341
14,40519,1300,341
15,40534,1331,347
15,40549,1349,349
15,40564,1318,351
15,40579,1325,350
15,40594,1290,343
15,40609,1319,350
15,40624,1298,346
15,40639,1325,352
15,40654,1383,360
15,40669,1354,358
15,40684,1314,353
14,40698,1290,350
14,40712,1282,347
15,40727,1318,350
15,40742,1344,353
14,40756,1290,343
15,40771,1300,345
15,40786,1348,350
15,40801,1336,349
15,40816,1356,352
15,40831,1389,359
15,40846,1413,361
15,40861,1378,358
15,40876,1312,350
15,40891,1298,345
15,40906,1230,334
